1,s,gesv,general,full,http://www.netlib.org/lapack/lapack_routine/sgesv.f,driver simple; solve A*X = B only,1
2,d,gesv,general,full,http://www.netlib.org/lapack/lapack_routine/dgesv.f,driver simple; solve A*X = B only,2
3,c,gesv,general,full,http://www.netlib.org/lapack/lapack_routine/cgesv.f,driver simple; solve A*X = B only,3
4,z,gesv,general,full,http://www.netlib.org/lapack/lapack_routine/zgesv.f,driver simple; solve A*X = B only,4
5,s,gbsv,general,band,http://www.netlib.org/lapack/lapack_routine/sgbsv.f,driver simple; solve A*X = B only,5
6,d,gbsv,general,band,http://www.netlib.org/lapack/lapack_routine/dgbsv.f,driver simple; solve A*X = B only,6
7,c,gbsv,general,band,http://www.netlib.org/lapack/lapack_routine/cgbsv.f,driver simple; solve A*X = B only,7
8,z,gbsv,general,band,http://www.netlib.org/lapack/lapack_routine/zgbsv.f,driver simple; solve A*X = B only,8
9,s,gtsv,general,tridiagonal,http://www.netlib.org/lapack/lapack_routine/sgtsv.f,driver simple; solve A*X = B only; Transpose,9
10,d,gtsv,general,tridiagonal,http://www.netlib.org/lapack/lapack_routine/dgtsv.f,driver simple; solve A*X = B only; Transpose,10
11,c,gtsv,general,tridiagonal,http://www.netlib.org/lapack/lapack_routine/cgtsv.f,driver simple; solve A*X = B only; Transpose,11
12,z,gtsv,general,tridiagonal,http://www.netlib.org/lapack/lapack_routine/zgtsv.f,driver simple; solve A*X = B only; Transpose,12
13,c,hesv,Hermitian,full,http://www.netlib.org/lapack/lapack_routine/chesv.f,driver simple; solve A*X = B only,13
14,z,hesv,Hermitian,full,http://www.netlib.org/lapack/lapack_routine/zhesv.f,driver simple; solve A*X = B only,14
15,c,hpsv,Hermitian,packed,http://www.netlib.org/lapack/lapack_routine/chpsv.f,driver simple; solve A*X = B only,15
16,z,hpsv,Hermitian,packed,http://www.netlib.org/lapack/lapack_routine/zhpsv.f,driver simple; solve A*X = B only,16
17,s,posv,SPD,full,http://www.netlib.org/lapack/lapack_routine/sposv.f,driver simple; solve A*X = B only,17
18,d,posv,SPD,full,http://www.netlib.org/lapack/lapack_routine/dposv.f,driver simple; solve A*X = B only,18
19,c,posv,HPD,full,http://www.netlib.org/lapack/lapack_routine/cposv.f,driver simple; solve A*X = B only,19
20,z,posv,HPD,full,http://www.netlib.org/lapack/lapack_routine/zposv.f,driver simple; solve A*X = B only,20
21,s,pbsv,SPD,band,http://www.netlib.org/lapack/lapack_routine/spbsv.f,driver simple; solve A*X = B only,21
22,d,pbsv,SPD,band,http://www.netlib.org/lapack/lapack_routine/dpbsv.f,driver simple; solve A*X = B only,22
23,c,pbsv,HPD,band,http://www.netlib.org/lapack/lapack_routine/cpbsv.f,driver simple; solve A*X = B only,23
24,z,pbsv,HPD,band,http://www.netlib.org/lapack/lapack_routine/zpbsv.f,driver simple; solve A*X = B only,24
25,s,ppsv,SPD,packed,http://www.netlib.org/lapack/lapack_routine/sppsv.f,driver simple; solve A*X = B only,25
26,d,ppsv,SPD,packed,http://www.netlib.org/lapack/lapack_routine/dppsv.f,driver simple; solve A*X = B only,26
27,c,ppsv,HPD,packed,http://www.netlib.org/lapack/lapack_routine/cppsv.f,driver simple; solve A*X = B only,27
28,z,ppsv,HPD,packed,http://www.netlib.org/lapack/lapack_routine/zppsv.f,driver simple; solve A*X = B only,28
29,s,ptsv,SPD,tridiagonal,http://www.netlib.org/lapack/lapack_routine/sptsv.f,driver simple; solve A*X = B only,29
30,d,ptsv,SPD,tridiagonal,http://www.netlib.org/lapack/lapack_routine/dptsv.f,driver simple; solve A*X = B only,30
31,c,ptsv,HPD,tridiagonal,http://www.netlib.org/lapack/lapack_routine/cptsv.f,driver simple; solve A*X = B only,31
32,z,ptsv,HPD,tridiagonal,http://www.netlib.org/lapack/lapack_routine/zptsv.f,driver simple; solve A*X = B only,32
33,s,sysv,symmetric,full,http://www.netlib.org/lapack/lapack_routine/ssysv.f,driver simple; solve A*X = B only,33
34,d,sysv,symmetric,full,http://www.netlib.org/lapack/lapack_routine/dsysv.f,driver simple; solve A*X = B only,34
35,c,sysv,symmetric,full,http://www.netlib.org/lapack/lapack_routine/csysv.f,driver simple; solve A*X = B only,35
36,z,sysv,symmetric,full,http://www.netlib.org/lapack/lapack_routine/zsysv.f,driver simple; solve A*X = B only,36
37,s,spsv,symmetric,packed,http://www.netlib.org/lapack/lapack_routine/sspsv.f,driver simple; solve A*X = B only,37
38,d,spsv,symmetric,packed,http://www.netlib.org/lapack/lapack_routine/dspsv.f,driver simple; solve A*X = B only,38
39,c,spsv,symmetric,packed,http://www.netlib.org/lapack/lapack_routine/cspsv.f,driver simple; solve A*X = B only,39
40,z,spsv,symmetric,packed,http://www.netlib.org/lapack/lapack_routine/zspsv.f,driver simple; solve A*X = B only,40
41,d,sgesv,general,full,http://www.netlib.org/lapack/lapack_routine/dsgesv.f,driver simple; solve A*X = B only; refinement,329
42,z,cgesv,general,full,http://www.netlib.org/lapack/lapack_routine/zcgesv.f,driver simple; solve A*X = B only; refinement,330
43,d,sposv,SPD,full,http://www.netlib.org/lapack/lapack_routine/dsposv.f,driver simple; solve A*X = B only; refinement,331
44,z,cposv,SPD,full,http://www.netlib.org/lapack/lapack_routine/zcposv.f,driver simple; solve A*X = B only; refinement,332
