1,s,geequ,general,full,http://www.netlib.org/lapack/single/sgeequ.f,computes row and column scalings intended to equilibrate an M-by-N matrix A and reduce its cn,309
2,d,geequ,general,full,http://www.netlib.org/lapack/double/dgeequ.f,computes row and column scalings intended to equilibrate an M-by-N matrix A and reduce its cn,310
3,c,geequ,general,full,http://www.netlib.org/lapack/complex/cgeequ.f,computes row and column scalings intended to equilibrate an M-by-N matrix A and reduce its cn,311
4,z,geequ,general,full,http://www.netlib.org/lapack/complex16/zgeequ.f,computes row and column scalings intended to equilibrate an M-by-N matrix A and reduce its cn,312
5,s,gbequ,general,band,http://www.netlib.org/lapack/single/sgbequ.f,computes row and column scalings intended to equilibrate an M-by-N band matrix A and reduce its cn,313
6,d,gbequ,general,band,http://www.netlib.org/lapack/double/dgbequ.f,computes row and column scalings intended to equilibrate an M-by-N band matrix A and reduce its cn,314
7,c,gbequ,general,band,http://www.netlib.org/lapack/complex/cgbequ.f,computes row and column scalings intended to equilibrate an M-by-N band matrix A and reduce its cn,315
8,z,gbequ,general,band,http://www.netlib.org/lapack/complex16/zgbequ.f,computes row and column scalings intended to equilibrate an M-by-N band matrix A and reduce its cn,316
9,s,poequ,SPD,full,http://www.netlib.org/lapack/single/spoequ.f,computes row and column scalings intended to equilibrate a symmetric positive definite matrix A and reduce its cn (with respect to the two-norm),317
10,d,poequ,SPD,full,http://www.netlib.org/lapack/double/dpoequ.f,computes row and column scalings intended to equilibrate a symmetric positive definite matrix A and reduce its cn (with respect to the two-norm),318
11,c,poequ,HPD,full,http://www.netlib.org/lapack/complex/cpoequ.f,computes row and column scalings intended to equilibrate a Hermitian positive definite matrix A and reduce its cn (with respect to the two-norm),319
12,z,poequ,HPD,full,http://www.netlib.org/lapack/complex16/zpoequ.f,computes row and column scalings intended to equilibrate a Hermitian positive definite matrix A and reduce its cn (with respect to the two-norm),320
13,s,pbequ,SPD,band,http://www.netlib.org/lapack/single/spbequ.f,computes row and column scalings intended to equilibrate a symmetric positive definite band matrix A and reduce its cn (with respect to the two-norm),321
14,d,pbequ,SPD,band,http://www.netlib.org/lapack/double/dpbequ.f,computes row and column scalings intended to equilibrate a symmetric positive definite band matrix A and reduce its cn (with respect to the two-norm),322
15,c,pbequ,HPD,band,http://www.netlib.org/lapack/complex/cpbequ.f,computes row and column scalings intended to equilibrate a Hermitian positive definite band matrix A and reduce its cn (with respect to the two-norm),323
16,z,pbequ,HPD,band,http://www.netlib.org/lapack/complex16/zpbequ.f,computes row and column scalings intended to equilibrate a Hermitian positive definite band matrix A and reduce its cn (with respect to the two-norm),324
17,s,ppequ,SPD,packed,http://www.netlib.org/lapack/single/sppequ.f,computes row and column scalings intended to equilibrate a symmetric positive definite matrix A in packed storage and reduce its cn (with respect to the two-norm),325
18,d,ppequ,SPD,packed,http://www.netlib.org/lapack/double/dppequ.f,computes row and column scalings intended to equilibrate a symmetric positive definite matrix A in packed storage and reduce its cn (with respect to the two-norm),326
19,c,ppequ,HPD,packed,http://www.netlib.org/lapack/complex/cppequ.f,computes row and column scalings intended to equilibrate a Hermitian positive definite matrix A in packed storage and reduce its cn (with respect to the two-norm),327
20,z,ppequ,HPD,packed,http://www.netlib.org/lapack/complex16/zppequ.f,computes row and column scalings intended to equilibrate a Hermitian positive definite matrix A in packed storage and reduce its cn (with respect to the two-norm),328
21,s,geequb,general,full,http://www.netlib.org/lapack/single/sgeequb.f,computes row and column scalings intended to equilibrate an M-by-N matrix A and reduce its cn; restricting the scaling factors to a power of the radix,393
22,d,geequb,general,full,http://www.netlib.org/lapack/double/dgeequb.f,computes row and column scalings intended to equilibrate an M-by-N matrix A and reduce its cn; restricting the scaling factors to a power of the radix,394
23,c,geequb,general,full,http://www.netlib.org/lapack/complex/cgeequb.f,computes row and column scalings intended to equilibrate an M-by-N matrix A and reduce its cn; restricting the scaling factors to a power of the radix,395
24,z,geequb,general,full,http://www.netlib.org/lapack/complex16/zgeequb.f,computes row and column scalings intended to equilibrate an M-by-N matrix A and reduce its cn; restricting the scaling factors to a power of the radix,396
25,s,gbequb,general,band,http://www.netlib.org/lapack/single/sgbequb.f,computes row and column scalings intended to equilibrate an M-by-N band matrix A and reduce its cn; restricting the scaling factors to a power of the radix,397
26,d,gbequb,general,band,http://www.netlib.org/lapack/double/dgbequb.f,computes row and column scalings intended to equilibrate an M-by-N band matrix A and reduce its cn; restricting the scaling factors to a power of the radix,398
27,c,gbequb,general,band,http://www.netlib.org/lapack/complex/cgbequb.f,computes row and column scalings intended to equilibrate an M-by-N band matrix A and reduce its cn; restricting the scaling factors to a power of the radix,399
28,z,gbequb,general,band,http://www.netlib.org/lapack/complex16/zgbequb.f,computes row and column scalings intended to equilibrate an M-by-N band matrix A and reduce its cn; restricting the scaling factors to a power of the radix,400
29,s,syequb,symmetric,full,http://www.netlib.org/lapack/single/ssyequb.f,computes row and column scalings intended to equilibrate a symmetric matrix A and reduce its condition number; S contains the scale factors,401
30,d,syequb,symmetric,full,http://www.netlib.org/lapack/double/dsyequb.f,computes row and column scalings intended to equilibrate a symmetric matrix A and reduce its condition number; S contains the scale factors,402
31,c,syequb,symmetric,full,http://www.netlib.org/lapack/complex/csyequb.f,computes row and column scalings intended to equilibrate a symmetric matrix A and reduce its condition number; S contains the scale factors,403
32,z,syequb,symmetric,full,http://www.netlib.org/lapack/complex16/zsyequb.f,computes row and column scalings intended to equilibrate a symmetric matrix A and reduce its condition number; S contains the scale factors,404
33,s,poequb,SPD,full,http://www.netlib.org/lapack/single/spoequb.f,computes row and column scalings intended to equilibrate an SPD matrix A and reduce its condition number; S contains the scale factors,405
34,d,poequb,SPD,full,http://www.netlib.org/lapack/double/dpoequb.f,computes row and column scalings intended to equilibrate an SPD matrix A and reduce its condition number; S contains the scale factors,406
35,c,poequb,HPD,full,http://www.netlib.org/lapack/complex/cpoequb.f,computes row and column scalings intended to equilibrate an HPD matrix A and reduce its condition number; S contains the scale factors,407
36,z,poequb,HPD,full,http://www.netlib.org/lapack/complex16/zpoequb.f,computes row and column scalings intended to equilibrate an HPD matrix A and reduce its condition number; S contains the scale factors,408
37,c,heequb,Hermitian,full,http://www.netlib.org/lapack/complex/cheequb.f,computes row and column scalings intended to equilibrate a Hermitian matrix A and reduce its condition number; S contains the scale factors,409
38,z,heequb,Hermitian,full,http://www.netlib.org/lapack/complex16/zheequb.f,computes row and column scalings intended to equilibrate a Hermitian matrix A and reduce its condition number; S contains the scale factors,410
